Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,Market_Type,Actual_ESG,Predicted_ESG,Error,Absolute_Error
Retail,Middle East,2017,467.7,6.4,572.1,-14.7,6.7,28.5,8.4,53914.9,26957.5,107829.9,Emerging,14.6,14.93978564500645,-0.3397856450064509,0.3397856450064509
Finance,Middle East,2019,3443.0,8.8,3678.2,-13.6,95.8,25.0,0.0,36432.3,18216.1,91080.7,Emerging,40.3,40.182598062487095,0.11740193751290207,0.11740193751290207
Transportation,Oceania,2016,518.3,7.1,424.8,9.9,7.8,53.3,77.4,356245.3,59374.2,1187484.4,Developed,46.2,46.44934444438991,-0.2493444443899051,0.2493444443899051
Healthcare,Africa,2016,1526.4,17.0,6118.8,17.2,50.6,28.2,60.5,129132.2,129132.2,258264.4,Emerging,46.4,47.57371758948667,-1.173717589486671,1.173717589486671
Retail,Europe,2021,632.7,4.2,414.4,0.7,33.3,85.6,32.0,61194.3,30597.2,122388.6,Developed,50.3,50.25800029286989,0.0419997071301097,0.0419997071301097
Utilities,Africa,2016,1157.7,5.2,602.3,0.6,63.1,34.4,58.2,702322.9,438951.8,7023228.7,Emerging,51.9,51.76511296611263,0.13488703388736667,0.13488703388736667
Transportation,Oceania,2024,252.0,-10.6,1211.3,-2.0,72.3,21.8,9.7,104924.0,17487.3,349746.8,Developed,34.6,34.64780501895251,-0.047805018952509215,0.047805018952509215
Energy,Latin America,2016,5060.4,13.7,8480.8,-8.1,20.5,8.4,22.9,5345102.8,1603530.8,53451027.8,Emerging,17.3,17.940238953008567,-0.6402389530085664,0.6402389530085664
Finance,Latin America,2022,35455.9,18.5,66175.7,5.6,85.8,88.2,44.6,425234.7,212617.3,1063086.7,Emerging,72.8,73.09495119469894,-0.29495119469893893,0.29495119469893893
Transportation,Europe,2020,1917.1,-1.3,9225.8,6.7,53.9,29.7,71.9,946269.1,157711.5,3154230.4,Developed,51.8,51.57724079780147,0.22275920219852452,0.22275920219852452
Transportation,Middle East,2016,619.4,3.5,422.0,-8.3,23.2,43.3,12.7,385682.3,64280.4,1285607.7,Emerging,26.4,26.909548659198684,-0.5095486591986855,0.5095486591986855
Consumer Goods,Oceania,2021,745.6,10.5,1267.4,7.1,75.4,88.5,79.9,100278.3,125347.8,501391.3,Developed,81.2,81.47419401156674,-0.27419401156673473,0.27419401156673473
Healthcare,Oceania,2019,1589.7,23.1,4561.5,9.7,98.9,23.3,66.1,80656.8,80656.8,161313.6,Developed,62.8,62.497699624286085,0.3023003757139122,0.3023003757139122
Utilities,Middle East,2025,522.7,10.1,542.4,-1.5,22.5,73.2,52.6,435890.6,272431.6,4358905.6,Emerging,49.4,49.42142247687277,-0.021422476872771767,0.021422476872771767
Transportation,Middle East,2016,865.3,3.9,279.9,11.7,22.4,60.9,36.7,541578.0,90263.0,1805260.1,Emerging,40.0,40.37128455351014,-0.37128455351013656,0.37128455351013656
Manufacturing,Africa,2023,922.4,5.4,1027.5,-4.2,30.5,10.6,27.9,273048.4,364064.5,4550806.2,Emerging,23.0,22.96133583025584,0.03866416974415898,0.03866416974415898
Energy,Europe,2018,847.3,-6.8,943.3,-6.3,24.7,31.8,84.4,870157.0,261047.1,8701569.9,Developed,46.9,47.29682652935348,-0.3968265293534827,0.3968265293534827
Retail,Europe,2015,1697.8,6.7,1619.6,,52.1,94.3,87.6,141832.9,70916.4,283665.8,Developed,78.0,77.42277408062903,0.5772259193709743,0.5772259193709743
Finance,Middle East,2022,18705.6,-0.4,37330.5,0.9,98.3,27.2,56.2,191633.9,95816.9,479084.7,Emerging,60.6,59.671414002495005,0.9285859975049959,0.9285859975049959
Retail,Middle East,2024,649.7,2.9,257.1,4.0,22.4,24.4,54.3,67798.0,33899.0,135596.0,Emerging,33.7,32.94659694969625,0.7534030503037528,0.7534030503037528
Utilities,Africa,2015,1158.5,13.8,1376.3,,28.3,62.7,21.3,928617.5,580386.0,9286175.5,Emerging,37.4,36.829708471268255,0.5702915287317438,0.5702915287317438
Transportation,Middle East,2024,346.8,2.3,76.8,-9.0,9.2,23.2,25.2,236225.9,39371.0,787419.8,Emerging,19.2,19.64099685589294,-0.4409968558929407,0.4409968558929407
Utilities,Europe,2025,412.1,12.1,575.1,15.6,60.8,68.5,72.6,255307.9,159567.5,2553079.3,Developed,67.3,68.3954387161396,-1.095438716139597,1.095438716139597
Energy,North America,2025,10995.3,29.4,44934.3,6.0,21.4,67.4,69.1,11544965.1,3463489.5,115449651.2,Developed,52.7,52.07301439045836,0.6269856095416415,0.6269856095416415
Transportation,Latin America,2022,745.1,8.1,1161.8,14.8,33.0,53.9,75.1,433237.5,72206.2,1444124.9,Emerging,54.0,53.700061376051934,0.2999386239480657,0.2999386239480657
Finance,Africa,2025,11988.7,6.8,11955.7,12.0,96.2,10.5,44.8,126348.1,63174.0,315870.2,Emerging,50.5,51.7519039976889,-1.251903997688899,1.251903997688899
Healthcare,Asia,2016,3558.3,15.5,11323.5,-5.3,23.4,15.9,53.1,368801.8,368801.8,737603.6,Emerging,30.8,30.807096552059487,-0.007096552059486783,0.007096552059486783
Retail,Africa,2023,604.5,1.6,215.3,-14.2,65.1,71.7,19.5,45002.9,22501.5,90005.8,Emerging,52.1,52.30022349858189,-0.2002234985818916,0.2002234985818916
Energy,Middle East,2021,3326.5,-1.8,6437.4,4.1,20.0,38.7,26.2,3526656.8,1057997.0,35266567.6,Emerging,28.3,27.92074453735796,0.379255462642039,0.379255462642039
Transportation,Asia,2017,608.5,1.7,118.1,-1.2,38.2,6.1,31.4,340619.8,56770.0,1135399.4,Emerging,25.2,25.21036398331471,-0.010363983314711334,0.010363983314711334
Healthcare,Latin America,2017,3184.7,17.9,10131.0,16.6,66.0,68.5,19.0,234921.2,234921.2,469842.5,Emerging,51.2,51.80820904068481,-0.6082090406848053,0.6082090406848053
Healthcare,Asia,2019,1162.1,13.1,2213.3,9.7,68.2,52.6,54.7,84003.0,84003.0,168006.1,Emerging,58.5,58.516361660145385,-0.016361660145385315,0.016361660145385315
Manufacturing,North America,2024,1338.3,11.0,1723.5,5.6,63.8,52.7,94.9,302588.1,403450.8,5043134.4,Developed,70.4,70.89535122982909,-0.4953512298290832,0.4953512298290832
Manufacturing,Latin America,2018,2039.5,7.1,1332.8,5.9,15.4,59.1,15.7,668118.6,890824.8,11135310.0,Emerging,30.1,29.586503980993307,0.5134960190066948,0.5134960190066948
Utilities,Latin America,2022,604.5,7.9,670.6,1.5,42.4,40.2,50.1,436797.9,272998.7,4367979.2,Emerging,44.2,43.933232531061044,0.26676746893895853,0.26676746893895853
Utilities,Oceania,2015,864.0,7.7,994.2,,58.2,66.7,40.2,547874.4,342421.5,5478743.5,Developed,55.0,55.01296185947107,-0.012961859471069204,0.012961859471069204
Technology,Latin America,2016,623.5,20.2,2284.8,10.2,80.9,39.0,24.5,19758.2,11854.9,39516.3,Emerging,48.1,48.61762595568296,-0.5176259556829592,0.5176259556829592
Finance,Latin America,2024,7897.3,15.2,18434.3,1.6,92.7,79.5,46.1,87038.8,43519.4,217597.0,Emerging,72.8,73.5759114504539,-0.7759114504539042,0.7759114504539042
Energy,Latin America,2022,1235.8,-20.0,2557.3,11.0,52.7,68.2,20.7,1027054.7,308116.4,10270546.8,Emerging,47.2,47.156856806625186,0.0431431933748172,0.0431431933748172
Utilities,Africa,2020,680.0,2.8,163.0,2.7,47.5,33.2,13.5,472014.0,295008.8,4720140.4,Emerging,31.4,31.189361438128543,0.21063856187145547,0.21063856187145547
Consumer Goods,Europe,2016,781.9,16.1,1670.1,4.2,34.1,94.5,58.4,150359.7,187949.6,751798.3,Developed,62.3,62.595472172083305,-0.2954721720833078,0.2954721720833078
Energy,Latin America,2025,22642.5,30.5,115357.9,14.3,21.2,49.9,13.9,23816985.7,7145095.7,238169856.7,Emerging,28.3,29.273404253067184,-0.9734042530671836,0.9734042530671836
Retail,Middle East,2016,899.1,3.7,730.5,5.3,73.0,24.6,35.6,61973.6,30986.8,123947.2,Emerging,44.4,44.264020071395265,0.1359799286047334,0.1359799286047334
Finance,Latin America,2016,12921.8,12.5,26813.4,3.9,97.8,24.3,48.0,133166.0,66583.0,332915.0,Emerging,56.7,56.92906760574148,-0.2290676057414771,0.2290676057414771
Energy,Oceania,2023,134141.9,-12.8,667399.7,17.0,26.4,65.7,82.1,136181429.6,40854428.9,1361814295.8,Developed,58.1,57.81847958947448,0.28152041052552335,0.28152041052552335
Retail,Middle East,2018,532.3,8.9,845.2,15.2,16.0,44.8,15.8,57905.4,28952.7,115810.7,Emerging,25.5,25.762729700270178,-0.26272970027017806,0.26272970027017806
Utilities,Latin America,2024,1608.5,11.0,2372.3,-2.5,51.1,34.0,69.7,1083634.1,677271.3,10836341.2,Emerging,51.6,50.771512800572964,0.8284871994270375,0.8284871994270375
Manufacturing,Asia,2024,351.4,10.2,536.3,-5.2,65.7,66.8,74.8,78011.1,104014.7,1300184.2,Emerging,69.1,69.53281544486794,-0.4328154448679413,0.4328154448679413
Finance,Middle East,2022,4593.6,1.8,831.9,14.8,51.0,54.0,62.2,77468.7,38734.3,193671.7,Emerging,55.7,55.404811771157874,0.2951882288421288,0.2951882288421288
Healthcare,North America,2025,405.0,15.6,1092.2,4.8,58.4,52.8,46.8,32045.0,32045.0,64090.0,Developed,52.7,52.12964319237947,0.5703568076205343,0.5703568076205343
Manufacturing,North America,2024,6379.5,15.2,17265.6,-6.3,49.9,78.7,56.8,1628663.2,2171550.9,27144385.9,Developed,61.8,61.70660741479545,0.09339258520454763,0.09339258520454763
Transportation,Oceania,2017,2489.8,-0.6,1709.9,1.7,30.2,74.6,58.1,1477177.5,246196.2,4923924.8,Developed,54.3,54.22788415309993,0.07211584690006845,0.07211584690006845
Energy,Asia,2016,8637.4,22.5,33127.3,-3.8,34.9,33.6,27.4,8256754.6,2477026.4,82567545.9,Emerging,32.0,31.236481159606996,0.7635188403930044,0.7635188403930044
Retail,Latin America,2015,459.2,6.0,337.5,,60.7,33.5,76.8,35577.4,17788.7,71154.7,Emerging,57.0,56.324097282403976,0.6759027175960242,0.6759027175960242
Manufacturing,Europe,2021,1207.1,4.9,902.0,3.7,46.4,65.6,67.9,316858.4,422477.9,5280973.1,Developed,60.0,60.25821528637673,-0.25821528637673197,0.25821528637673197
Manufacturing,Latin America,2016,1890.9,5.3,2072.7,18.2,14.8,60.9,18.9,621932.3,829243.1,10365538.6,Emerging,31.5,31.334840832529505,0.1651591674704953,0.1651591674704953
Retail,North America,2019,286.6,8.6,410.1,7.5,68.6,58.8,76.7,20624.1,10312.0,41248.2,Developed,68.1,68.2330727807056,-0.13307278070560358,0.13307278070560358
Utilities,North America,2023,486.3,8.2,337.8,2.0,14.4,71.1,79.1,427736.2,267335.1,4277362.0,Developed,54.9,53.88066822935991,1.0193317706400862,1.0193317706400862
Consumer Goods,North America,2024,1427.7,6.3,2039.7,9.5,51.5,72.9,97.5,239616.9,299521.1,1198084.5,Developed,74.0,74.23686178432392,-0.2368617843239207,0.2368617843239207
Retail,Europe,2015,1161.1,6.5,910.6,,45.7,89.7,70.3,102205.0,51102.5,204410.1,Developed,68.6,68.6304897428985,-0.03048974289851003,0.03048974289851003
Retail,Europe,2025,2834.1,1.2,569.0,15.2,53.5,98.5,72.1,233941.9,116971.0,467883.8,Developed,74.7,75.28789471608417,-0.5878947160841648,0.5878947160841648
Transportation,North America,2017,1966.4,14.1,2323.9,10.9,57.3,30.9,75.1,942702.6,157117.1,3142342.2,Developed,54.4,54.478450914100065,-0.07845091410006688,0.07845091410006688
Energy,Asia,2018,7125.5,10.9,13052.8,2.3,62.6,83.1,48.9,5430103.1,1629030.9,54301031.3,Emerging,64.8,64.89220270557125,-0.09220270557125332,0.09220270557125332
Utilities,Europe,2019,1655.5,5.6,1167.5,3.4,30.4,51.9,50.6,1307325.9,817078.7,13073258.8,Developed,44.3,44.244032139023666,0.055967860976330996,0.055967860976330996
Manufacturing,Africa,2024,667.5,-10.0,925.8,-5.0,75.9,55.0,18.1,133855.7,178474.3,2230929.1,Emerging,49.7,50.20617926341861,-0.5061792634186091,0.5061792634186091
Energy,Middle East,2024,19656.6,11.6,21731.6,3.1,53.4,51.9,47.8,16247073.0,4874121.9,162470730.5,Emerging,51.0,50.8929767954934,0.10702320450660352,0.10702320450660352
Energy,Oceania,2015,1842.4,12.3,1859.1,,23.3,88.8,72.0,1910328.2,573098.5,19103282.0,Developed,61.4,61.5101048467362,-0.11010484673619914,0.11010484673619914
Energy,Latin America,2016,2151.1,16.2,3091.1,2.1,16.0,23.0,0.4,2339811.9,701943.6,23398119.1,Emerging,13.1,13.666133804686696,-0.5661338046866966,0.5661338046866966
Energy,Asia,2022,10920.4,21.3,28342.5,0.8,40.8,36.5,25.2,9982375.8,2994712.7,99823758.0,Emerging,34.2,34.0778700293951,0.12212997060490238,0.12212997060490238
Technology,Middle East,2016,2224.2,13.2,8202.4,11.6,94.9,54.2,15.9,59560.3,35736.2,119120.6,Emerging,55.0,54.61730996822111,0.3826900317788926,0.3826900317788926
Finance,Middle East,2022,1617.2,11.0,1606.9,5.3,97.2,31.4,28.1,16796.2,8398.1,41990.6,Emerging,52.3,52.119658133799945,0.18034186620005244,0.18034186620005244
Transportation,Europe,2015,163.2,3.8,88.9,,11.6,67.9,68.5,109565.4,18260.9,365217.9,Developed,49.3,48.71515766545003,0.5848423345499683,0.5848423345499683
Healthcare,Europe,2017,3567.5,19.6,7065.0,-6.0,71.4,74.3,69.8,249798.7,249798.7,499597.5,Developed,71.8,70.8400023200409,0.9599976799591019,0.9599976799591019
Healthcare,Oceania,2025,3654.2,18.7,7585.8,3.7,82.0,84.0,72.1,228840.2,228840.2,457680.5,Developed,79.4,79.21282724559747,0.187172754402539,0.187172754402539
Manufacturing,Europe,2015,1654.5,7.9,1803.6,,7.4,93.8,97.1,570002.8,760003.7,9500045.9,Developed,66.1,66.13573203782492,-0.0357320378249284,0.0357320378249284
Healthcare,Oceania,2020,9352.1,8.1,18718.1,11.3,85.5,82.4,50.9,562577.6,562577.6,1125155.2,Developed,72.9,72.48723390667271,0.4127660933272921,0.4127660933272921
Transportation,Latin America,2021,3471.8,6.6,3190.8,23.0,25.8,13.8,41.8,2122976.2,353829.4,7076587.5,Emerging,27.2,27.153629814023542,0.046370185976456924,0.046370185976456924
Transportation,Middle East,2024,1216.7,15.7,2935.9,10.3,21.0,22.5,60.3,768941.0,128156.8,2563136.8,Emerging,34.6,34.72669095467169,-0.12669095467168745,0.12669095467168745
Manufacturing,Latin America,2017,638.7,5.9,818.4,19.1,13.3,57.5,78.6,212054.3,282739.1,3534238.9,Emerging,49.8,48.63810103789235,1.1618989621076494,1.1618989621076494
Technology,Europe,2020,17187.3,26.5,138772.4,29.7,91.5,67.5,57.2,481061.8,288637.1,962123.6,Developed,72.0,71.90059199159664,0.0994080084033584,0.0994080084033584
Utilities,Latin America,2019,339.1,10.9,451.8,-10.2,97.3,94.4,33.8,140778.4,87986.5,1407783.8,Emerging,75.2,75.11521119357322,0.08478880642678632,0.08478880642678632
Transportation,Latin America,2015,337.6,4.6,140.4,,12.3,53.9,32.2,225671.1,37611.9,752237.1,Emerging,32.8,33.953322471011546,-1.153322471011549,1.153322471011549
Technology,Asia,2018,2870.2,26.2,21811.5,12.4,50.3,38.5,13.6,121688.9,73013.3,243377.8,Emerging,34.1,34.100611797848835,-0.000611797848833362,0.000611797848833362
Transportation,Europe,2019,777.3,1.1,154.9,6.0,35.6,100.0,70.7,443405.4,73900.9,1478018.1,Developed,68.8,68.79338473085501,0.006615269144987224,0.006615269144987224
Technology,North America,2019,45236.2,16.0,109344.1,15.2,93.7,92.3,57.7,1231077.5,738646.5,2462154.9,Developed,81.2,81.42086904197066,-0.2208690419706585,0.2208690419706585
Finance,North America,2024,7165.8,6.6,4103.2,4.3,61.3,71.8,76.9,110516.3,55258.2,276290.8,Developed,70.0,70.30209712124335,-0.3020971212433494,0.3020971212433494
Consumer Goods,Middle East,2018,2350.7,13.5,6095.2,6.9,30.0,7.7,10.3,465448.8,581811.0,2327244.2,Emerging,16.0,15.885827924479807,0.1141720755201927,0.1141720755201927
Utilities,Europe,2020,319.2,11.3,532.4,-9.2,19.4,63.3,81.8,271850.9,169906.8,2718509.0,Developed,54.8,55.29383145952174,-0.49383145952174345,0.49383145952174345
Consumer Goods,Africa,2016,781.6,10.8,1599.5,-0.9,25.1,49.9,9.7,160126.5,200158.1,800632.3,Emerging,28.2,28.930998601501123,-0.7309986015011241,0.7309986015011241
Transportation,Africa,2022,412.3,18.3,1120.8,15.5,22.5,21.5,18.7,257892.0,42982.0,859640.2,Emerging,20.9,21.06078975456727,-0.16078975456727207,0.16078975456727207
Utilities,Asia,2021,1174.8,7.0,691.3,8.8,27.2,39.9,73.2,948998.6,593124.1,9489985.8,Emerging,46.7,45.93530599922325,0.7646940007767498,0.7646940007767498
Energy,Latin America,2025,5877.7,10.6,7300.3,-0.7,47.7,70.6,31.1,5091530.9,1527459.3,50915308.9,Emerging,49.8,50.40712019283505,-0.6071201928350547,0.6071201928350547
Healthcare,Middle East,2020,2591.6,2.0,1102.5,8.6,63.6,47.7,46.6,195541.5,195541.5,391083.0,Emerging,52.6,51.838448258575745,0.7615517414242561,0.7615517414242561
Transportation,Oceania,2022,674.9,15.7,2054.5,17.5,18.9,51.3,86.3,432348.0,72058.0,1441160.0,Developed,52.1,52.63560375384611,-0.5356037538461109,0.5356037538461109
Technology,Middle East,2015,9331.7,19.9,53733.1,,89.5,67.4,44.9,267626.1,160575.6,535252.1,Emerging,67.3,68.34121776739374,-1.0412177673937464,1.0412177673937464
Healthcare,Europe,2015,1379.8,21.2,3956.1,,36.2,61.9,61.4,130581.6,130581.6,261163.2,Developed,53.2,53.24287135708674,-0.042871357086738726,0.042871357086738726
Finance,Europe,2015,8975.4,23.4,38534.3,,79.2,76.3,74.0,115843.3,57921.6,289608.1,Developed,76.5,76.36324965784644,0.13675034215356163,0.13675034215356163
Consumer Goods,Europe,2021,12316.2,9.1,18238.6,0.8,75.0,50.5,95.7,1663179.4,2078974.2,8315897.0,Developed,73.8,73.42338323310275,0.3766167668972429,0.3766167668972429
Retail,Oceania,2020,941.4,2.1,202.7,-1.9,36.6,61.7,40.8,88833.9,44417.0,177667.9,Developed,46.4,45.675643127061264,0.7243568729387349,0.7243568729387349
Healthcare,Oceania,2021,3548.4,6.6,4566.4,-0.1,62.1,70.9,52.4,271649.8,271649.8,543299.5,Developed,61.8,61.982365768256216,-0.18236576825621853,0.18236576825621853
Energy,Oceania,2025,4521.2,28.5,17193.4,8.9,27.1,83.8,37.6,4569246.3,1370773.9,45692463.1,Developed,49.5,49.18274266393493,0.3172573360650688,0.3172573360650688
Technology,Asia,2021,1787.5,22.5,8684.2,22.7,15.6,37.0,33.9,97463.0,58477.8,194926.0,Emerging,28.9,28.582399525993203,0.31760047400679525,0.31760047400679525
Technology,North America,2017,8725.8,18.1,52302.4,5.4,77.4,63.9,67.5,287131.2,172278.7,574262.4,Developed,69.6,68.57589701407754,1.024102985922454,1.024102985922454
Utilities,Middle East,2019,950.4,0.9,120.7,8.7,36.1,16.5,31.6,720096.0,450060.0,7200959.6,Emerging,28.1,28.63990793111748,-0.5399079311174795,0.5399079311174795
Consumer Goods,Africa,2023,2604.0,15.3,6701.0,5.3,60.4,53.2,3.3,404852.8,506066.0,2024264.0,Emerging,39.0,39.39315994913216,-0.393159949132162,0.393159949132162
Consumer Goods,North America,2021,781.5,10.5,1899.9,20.0,53.8,54.4,70.5,128720.8,160901.0,643604.1,Developed,59.6,59.6242910158851,-0.024291015885097522,0.024291015885097522
Utilities,Latin America,2018,947.0,15.0,1978.2,3.8,47.5,39.9,49.2,657508.6,410942.9,6575085.8,Emerging,45.5,45.698854354070555,-0.19885435407055496,0.19885435407055496
Retail,Asia,2018,1144.3,-0.9,1721.9,-7.2,66.2,50.9,95.4,84305.3,42152.7,168610.7,Emerging,70.8,71.34373968131882,-0.5437396813188258,0.5437396813188258
Transportation,Africa,2023,4971.5,12.9,12028.0,7.6,26.0,35.6,48.1,3036990.9,506165.2,10123303.1,Emerging,36.6,37.12869928060579,-0.5286992806057853,0.5286992806057853
Utilities,Latin America,2016,705.3,7.5,619.4,1.4,35.6,36.5,48.9,536276.2,335172.6,5362762.2,Emerging,40.3,40.05545612019007,0.24454387980992465,0.24454387980992465
Utilities,Asia,2025,685.6,15.8,1420.6,7.4,67.7,78.8,40.2,398267.2,248917.0,3982672.5,Emerging,62.2,62.96689989540937,-0.7668998954093666,0.7668998954093666
Manufacturing,Europe,2016,1825.1,9.5,3745.6,10.3,5.5,95.0,98.4,635905.0,847873.4,10598417.4,Developed,66.3,66.88545495157477,-0.5854549515747749,0.5854549515747749
Manufacturing,Europe,2022,809.9,10.3,1758.2,5.8,10.3,39.6,63.9,274074.0,365432.0,4567900.1,Developed,37.9,38.37700144731707,-0.47700144731707184,0.47700144731707184
Energy,North America,2019,11270.4,14.0,22783.8,17.9,48.9,64.8,68.1,9668066.0,2900419.8,96680659.9,Developed,60.6,61.534499652451615,-0.9344996524516134,0.9344996524516134
Healthcare,Europe,2021,2514.4,3.6,1533.1,-8.0,82.3,95.4,65.1,156864.5,156864.5,313729.1,Developed,80.9,80.20647265138477,0.693527348615234,0.693527348615234
Transportation,Middle East,2025,1212.3,0.8,162.3,11.4,65.5,64.8,30.7,539504.4,89917.4,1798347.9,Emerging,53.7,53.34557599895056,0.3544240010494448,0.3544240010494448
Utilities,Europe,2022,1770.4,5.1,939.0,6.1,33.8,50.9,49.5,1364263.1,852664.5,13642631.3,Developed,44.8,45.028520649525575,-0.22852064952557782,0.22852064952557782
Transportation,Oceania,2023,738.2,19.7,1380.0,-0.6,12.9,63.0,13.1,491614.3,81935.7,1638714.5,Developed,29.7,29.61163974669564,0.0883602533043586,0.0883602533043586
Energy,North America,2022,124.9,27.2,570.3,-26.3,15.5,77.8,88.7,136372.3,40911.7,1363723.5,Developed,60.7,60.94254265725475,-0.2425426572547451,0.2425426572547451
Technology,North America,2015,6449.8,15.9,35598.6,,51.9,75.1,72.0,269933.9,161960.4,539867.9,Developed,66.3,67.4020181196939,-1.1020181196939092,1.1020181196939092
Healthcare,Middle East,2025,6855.6,20.6,29250.1,23.1,91.5,17.4,46.6,383497.8,383497.8,766995.7,Emerging,51.8,52.76204668178879,-0.9620466817887916,0.9620466817887916
Utilities,Asia,2021,955.0,8.2,947.2,11.3,28.4,23.8,14.1,765111.8,478194.9,7651118.2,Emerging,22.1,23.152619233675157,-1.0526192336751556,1.0526192336751556
Healthcare,Middle East,2020,1194.3,13.9,3167.0,17.0,74.4,88.0,46.1,81118.5,81118.5,162237.1,Emerging,69.5,70.21161072503335,-0.7116107250333528,0.7116107250333528
Energy,Africa,2016,4425.8,20.1,12692.0,19.1,39.1,50.7,52.6,4099173.2,1229752.0,40991731.9,Emerging,47.5,47.62162320608712,-0.12162320608712207,0.12162320608712207
Finance,Oceania,2022,22079.3,31.2,113511.7,1.0,74.5,97.0,78.9,299524.6,149762.3,748811.5,Developed,83.5,83.46517566356371,0.03482433643628724,0.03482433643628724
Consumer Goods,Oceania,2015,5983.9,12.6,13027.6,,62.5,79.2,80.0,912733.1,1140916.3,4563665.4,Developed,73.9,73.46178759725592,0.43821240274408524,0.43821240274408524
Utilities,Latin America,2017,1246.5,18.3,3402.6,0.7,50.8,67.5,40.1,842075.7,526297.3,8420757.1,Emerging,52.8,53.04449286690055,-0.2444928669005506,0.2444928669005506
Consumer Goods,North America,2017,655.4,7.6,1035.8,12.3,27.6,44.6,84.1,131989.5,164986.9,659947.6,Developed,52.1,52.37716973607826,-0.2771697360782568,0.2771697360782568
Transportation,North America,2020,1311.0,9.3,1493.5,10.9,44.7,61.7,88.2,697847.6,116307.9,2326158.7,Developed,64.9,64.20538202538908,0.6946179746109209,0.6946179746109209
Transportation,Middle East,2019,1423.3,-5.1,6816.8,-3.0,29.3,41.8,49.6,849677.0,141612.8,2832256.7,Emerging,40.2,40.95524174883088,-0.7552417488308762,0.7552417488308762
Transportation,Latin America,2021,452.8,1.8,90.3,-2.7,9.3,20.8,27.3,308261.1,51376.9,1027537.0,Emerging,19.1,19.429047305326876,-0.3290473053268741,0.3290473053268741
Retail,North America,2023,2655.3,10.9,3866.7,4.3,59.5,61.6,72.5,208077.3,104038.6,416154.6,Developed,64.5,65.10939447219029,-0.6093944721902886,0.6093944721902886
Utilities,Latin America,2024,1064.7,11.7,1041.3,8.0,62.0,81.3,62.2,652498.3,407811.5,6524983.3,Emerging,68.5,68.51009989188374,-0.010099891883740497,0.010099891883740497
Consumer Goods,Oceania,2020,1451.9,10.1,3324.9,6.4,36.7,70.6,91.3,273862.4,342328.0,1369312.1,Developed,66.2,66.03835433266649,0.16164566733351649,0.16164566733351649
Energy,Europe,2025,11731.7,-3.8,56454.0,1.5,84.1,83.6,58.5,7168433.5,2150530.1,71684335.2,Developed,75.4,75.30994740971981,0.09005259028019452,0.09005259028019452
Healthcare,Latin America,2024,5958.7,10.5,12999.3,6.0,74.3,71.1,23.0,405343.2,405343.2,810686.3,Emerging,56.1,55.92837510486971,0.171624895130293,0.171624895130293
Utilities,Asia,2023,1055.8,7.3,621.0,-4.9,29.5,39.8,73.3,839042.2,524401.3,8390421.6,Emerging,47.5,47.62162142869965,-0.12162142869964754,0.12162142869964754
Manufacturing,Oceania,2018,1467.3,11.6,2586.4,3.6,47.2,29.2,68.5,382828.6,510438.1,6380476.0,Developed,48.3,48.620458348488626,-0.32045834848862853,0.32045834848862853
Transportation,Asia,2017,439.4,9.6,736.3,12.2,10.9,27.3,71.2,296218.1,49369.7,987393.7,Emerging,36.5,38.09120622720581,-1.5912062272058094,1.5912062272058094
Energy,Middle East,2020,3195.4,6.3,2789.6,2.3,21.1,36.3,22.8,3363430.4,1009029.1,33634304.1,Emerging,26.7,26.164073231018012,0.5359267689819873,0.5359267689819873
Healthcare,Oceania,2020,5866.3,16.8,17687.5,15.0,76.8,45.7,89.1,388558.3,388558.3,777116.7,Developed,70.6,71.53983537241432,-0.939835372414322,0.939835372414322
Energy,Middle East,2023,4681.1,45.4,19984.7,4.3,20.7,42.3,9.4,4937680.3,1481304.1,49376803.4,Emerging,24.2,24.89657963291584,-0.6965796329158422,0.6965796329158422
Technology,Latin America,2019,72498.6,11.0,215468.5,10.4,77.8,72.1,42.5,2374857.6,1424914.5,4749715.1,Emerging,64.2,63.59313689464694,0.6068631053530638,0.6068631053530638
Finance,Latin America,2017,1866.2,18.2,6606.7,13.2,89.7,33.8,40.2,21357.1,10678.5,53392.7,Emerging,54.5,54.80389943603508,-0.3038994360350813,0.3038994360350813
Consumer Goods,Middle East,2017,1469.7,5.9,1282.3,2.8,66.8,34.4,35.3,215278.5,269098.2,1076392.7,Emerging,45.5,44.86377622135426,0.6362237786457428,0.6362237786457428
Consumer Goods,Oceania,2024,2065.7,10.4,2572.2,15.1,74.1,67.9,98.9,281446.3,351807.9,1407231.6,Developed,80.3,79.70862259434104,0.5913774056589602,0.5913774056589602
Finance,Europe,2015,1617.0,12.2,2718.5,,78.2,59.3,51.5,21101.6,10550.8,52753.9,Developed,63.0,63.06059236214141,-0.0605923621414135,0.0605923621414135
Finance,Europe,2024,4964.6,18.8,18643.9,5.9,99.5,72.2,75.6,50009.8,25004.9,125024.4,Developed,82.4,81.13223686441357,1.267763135586435,1.267763135586435
Consumer Goods,Oceania,2024,1074.5,24.6,2991.3,-5.7,26.4,80.2,55.0,218230.4,272788.1,1091152.2,Developed,53.9,53.998397059045075,-0.09839705904507667,0.09839705904507667
